asset_id,timestamp,temperature_C,vibration_mm_s,oil_quality_index,runtime_hours,is_anomaly
Gearbox_1,2025-07-15 20:00:00,56.65,1.44,94.8,355.3,0
Gearbox_1,2025-07-15 21:00:00,65.33,1.237,95.4,354.1,0
Gearbox_1,2025-07-15 22:00:00,54.8,1.564,91.6,359.4,0
Gearbox_1,2025-07-15 23:00:00,56.2,1.229,93.8,357.9,0
Gearbox_1,2025-07-16 00:00:00,57.81,0.847,95.5,355.6,0
Gearbox_1,2025-07-16 01:00:00,56.37,1.144,95.6,360.3,0
Gearbox_1,2025-07-16 02:00:00,62.99,0.929,94.0,360.0,0
Gearbox_1,2025-07-16 03:00:00,61.85,1.007,93.1,364.5,0
Gearbox_1,2025-07-16 04:00:00,67.73,2.079,94.2,365.3,0
Gearbox_1,2025-07-16 05:00:00,61.47,1.358,97.7,364.4,0
Gearbox_1,2025-07-16 06:00:00,56.45,1.595,96.2,364.6,0
Gearbox_1,2025-07-16 07:00:00,67.52,1.023,96.6,368.1,0
Gearbox_1,2025-07-16 08:00:00,55.05,0.984,97.6,368.4,0
Gearbox_1,2025-07-16 09:00:00,68.1,1.633,93.1,367.4,0
Gearbox_1,2025-07-16 10:00:00,72.41,0.696,97.3,370.0,0
Gearbox_1,2025-07-16 11:00:00,51.14,1.504,97.3,371.3,0
Gearbox_1,2025-07-16 12:00:00,56.3,1.197,95.4,370.7,0
Gearbox_1,2025-07-16 13:00:00,57.8,1.361,96.5,371.7,0
Gearbox_1,2025-07-16 14:00:00,65.6,1.69,95.6,372.6,0
Gearbox_1,2025-07-16 15:00:00,63.44,1.164,95.0,371.8,0
Gearbox_1,2025-07-16 16:00:00,61.29,1.727,96.0,378.1,0
Gearbox_1,2025-07-16 17:00:00,64.62,1.356,93.5,375.3,0
Gearbox_1,2025-07-16 18:00:00,59.5,2.01,93.5,380.6,0
Gearbox_1,2025-07-16 19:00:00,55.08,1.349,93.7,378.9,0
Gearbox_1,2025-07-16 20:00:00,56.85,1.6,92.6,380.0,0
Gearbox_1,2025-07-16 21:00:00,53.46,1.456,98.6,383.1,0
Gearbox_1,2025-07-16 22:00:00,65.04,1.18,98.2,380.5,0
Gearbox_1,2025-07-16 23:00:00,59.85,1.308,91.5,383.6,0
Gearbox_1,2025-07-17 00:00:00,52.01,0.664,92.8,382.3,0
Gearbox_1,2025-07-17 01:00:00,60.19,1.8,98.5,385.6,0
Gearbox_1,2025-07-17 02:00:00,56.32,2.05,97.4,386.8,0
Gearbox_1,2025-07-17 03:00:00,59.95,0.74,93.8,385.8,0
Gearbox_1,2025-07-17 04:00:00,66.3,2.087,94.5,388.8,0
Gearbox_1,2025-07-17 05:00:00,48.2,1.214,98.9,389.7,0
Gearbox_1,2025-07-17 06:00:00,57.79,1.099,95.0,389.0,0
Gearbox_1,2025-07-17 07:00:00,59.25,0.67,97.2,390.1,0
Gearbox_1,2025-07-17 08:00:00,65.66,2.087,96.8,392.7,0
Gearbox_1,2025-07-17 09:00:00,56.84,1.535,93.2,393.2,0
Gearbox_1,2025-07-17 10:00:00,53.95,0.267,98.9,393.3,0
Gearbox_1,2025-07-17 11:00:00,68.14,1.353,92.8,397.5,0
Gearbox_1,2025-07-17 12:00:00,58.62,1.31,93.3,395.3,0
Gearbox_1,2025-07-17 13:00:00,50.12,1.696,97.7,398.5,0
Gearbox_1,2025-07-17 14:00:00,57.28,1.828,96.4,396.5,0
Gearbox_1,2025-07-17 15:00:00,57.19,1.577,95.2,399.7,0
Gearbox_1,2025-07-17 16:00:00,59.83,1.405,95.1,400.1,0
Gearbox_1,2025-07-17 17:00:00,51.74,1.014,96.0,403.6,0
Gearbox_1,2025-07-17 18:00:00,66.93,1.088,93.1,400.6,0
Gearbox_1,2025-07-17 19:00:00,67.96,2.026,98.1,405.2,0
Gearbox_1,2025-07-17 20:00:00,66.13,1.774,95.8,404.5,0
Gearbox_1,2025-07-17 21:00:00,52.54,0.648,95.2,404.2,0
Gearbox_1,2025-07-17 22:00:00,53.75,0.526,97.4,405.8,0
Gearbox_1,2025-07-17 23:00:00,64.43,1.188,97.6,407.3,0
Gearbox_1,2025-07-18 00:00:00,56.83,2.048,97.5,406.8,0
Gearbox_1,2025-07-18 01:00:00,53.88,1.738,94.4,409.1,0
Gearbox_1,2025-07-18 02:00:00,53.04,0.963,96.9,413.5,0
Gearbox_1,2025-07-18 03:00:00,56.46,2.021,95.1,409.8,0
Gearbox_1,2025-07-18 04:00:00,57.83,1.241,95.8,410.0,0
Gearbox_1,2025-07-18 05:00:00,58.42,0.823,95.8,411.5,0
Gearbox_1,2025-07-18 06:00:00,63.14,1.513,94.0,412.7,0
Gearbox_1,2025-07-18 07:00:00,61.37,1.13,94.8,414.5,0
Gearbox_1,2025-07-18 08:00:00,60.66,1.447,96.1,416.4,0
Gearbox_1,2025-07-18 09:00:00,50.31,1.178,93.8,417.0,0
Gearbox_1,2025-07-18 10:00:00,54.04,1.254,95.7,419.8,0
Gearbox_1,2025-07-18 11:00:00,63.39,1.33,94.9,417.3,0
Gearbox_1,2025-07-18 12:00:00,65.23,2.174,95.6,420.3,0
Gearbox_1,2025-07-18 13:00:00,64.46,1.104,95.7,422.8,0
Gearbox_1,2025-07-18 14:00:00,66.24,1.255,95.7,423.6,0
Gearbox_1,2025-07-18 15:00:00,59.88,1.402,91.3,423.6,0
Gearbox_1,2025-07-18 16:00:00,59.22,0.731,91.9,423.7,0
Gearbox_1,2025-07-18 17:00:00,49.28,3.347,95.4,423.2,0
Gearbox_1,2025-07-18 18:00:00,58.98,1.054,96.1,425.3,0
Gearbox_1,2025-07-18 19:00:00,58.88,1.804,88.2,425.5,0
Gearbox_1,2025-07-18 20:00:00,57.68,1.34,98.8,429.9,0
Gearbox_1,2025-07-18 21:00:00,59.6,3.619,96.6,429.4,0
Gearbox_1,2025-07-18 22:00:00,65.57,1.537,94.1,428.5,0
Gearbox_1,2025-07-18 23:00:00,56.28,0.684,96.0,429.8,0
Gearbox_1,2025-07-19 00:00:00,59.41,1.263,94.4,428.9,0
Gearbox_1,2025-07-19 01:00:00,55.82,1.379,97.4,433.5,0
Gearbox_1,2025-07-19 02:00:00,58.72,1.258,95.4,434.4,0
Gearbox_1,2025-07-19 03:00:00,60.52,1.328,91.5,433.2,0
Gearbox_1,2025-07-19 04:00:00,60.24,1.182,94.8,434.7,0
Gearbox_1,2025-07-19 05:00:00,61.01,1.081,97.1,436.4,0
Gearbox_1,2025-07-19 06:00:00,61.96,1.679,92.5,439.8,0
Gearbox_1,2025-07-19 07:00:00,58.4,1.659,92.6,437.5,0
Gearbox_1,2025-07-19 08:00:00,53.35,1.77,93.0,439.8,0
Gearbox_1,2025-07-19 09:00:00,62.46,1.158,93.6,438.9,0
Gearbox_1,2025-07-19 10:00:00,56.52,1.428,98.0,441.4,0
Gearbox_1,2025-07-19 11:00:00,53.15,1.649,95.5,441.4,0
Gearbox_1,2025-07-19 12:00:00,60.59,1.294,96.0,444.5,0
Gearbox_1,2025-07-19 13:00:00,62.42,1.178,96.8,446.0,0
Gearbox_1,2025-07-19 14:00:00,61.51,1.9,93.3,446.6,0
Gearbox_1,2025-07-19 15:00:00,56.48,1.669,93.5,447.9,0
Gearbox_1,2025-07-19 16:00:00,62.27,1.965,95.4,447.9,0
Gearbox_1,2025-07-19 17:00:00,61.88,1.551,97.8,450.4,0
Gearbox_1,2025-07-19 18:00:00,53.8,1.194,93.6,451.9,0
Gearbox_1,2025-07-19 19:00:00,63.91,1.504,95.8,450.4,0
Gearbox_1,2025-07-19 20:00:00,62.37,1.283,94.6,455.3,0
Gearbox_1,2025-07-19 21:00:00,63.26,1.103,95.7,453.1,0
Gearbox_1,2025-07-19 22:00:00,54.84,1.44,95.4,453.4,0
Gearbox_1,2025-07-19 23:00:00,67.18,1.401,91.3,457.0,0
Gearbox_1,2025-07-20 00:00:00,56.41,0.637,96.3,458.9,0
Gearbox_1,2025-07-20 01:00:00,58.46,1.903,95.6,453.9,0
Gearbox_1,2025-07-20 02:00:00,62.57,1.157,96.0,455.9,0
Gearbox_1,2025-07-20 03:00:00,60.79,1.3,93.9,457.5,0
Gearbox_1,2025-07-20 04:00:00,53.49,1.09,94.3,463.3,0
Gearbox_1,2025-07-20 05:00:00,63.51,0.925,89.8,463.4,0
Gearbox_1,2025-07-20 06:00:00,56.8,0.762,95.4,462.0,0
Gearbox_1,2025-07-20 07:00:00,61.67,1.489,95.3,462.8,0
Gearbox_1,2025-07-20 08:00:00,58.83,0.995,95.5,465.4,0
Gearbox_1,2025-07-20 09:00:00,64.64,0.79,94.6,463.2,0
Gearbox_1,2025-07-20 10:00:00,58.52,1.916,91.5,465.4,0
Gearbox_1,2025-07-20 11:00:00,60.26,0.943,97.5,468.3,0
Gearbox_1,2025-07-20 12:00:00,57.25,0.803,93.5,468.9,0
Gearbox_1,2025-07-20 13:00:00,60.99,1.258,95.3,468.9,0
Gearbox_1,2025-07-20 14:00:00,53.01,1.243,91.5,472.3,0
Gearbox_1,2025-07-20 15:00:00,60.83,1.02,98.1,472.4,0
Gearbox_1,2025-07-20 16:00:00,65.62,1.308,95.5,473.6,0
Gearbox_1,2025-07-20 17:00:00,61.3,1.464,94.7,473.6,0
Gearbox_1,2025-07-20 18:00:00,56.54,1.512,94.1,474.1,0
Gearbox_1,2025-07-20 19:00:00,51.64,1.224,94.5,474.6,0
Gearbox_1,2025-07-20 20:00:00,55.55,1.325,95.5,475.3,0
Gearbox_1,2025-07-20 21:00:00,57.61,1.16,95.6,477.4,0
Gearbox_1,2025-07-20 22:00:00,61.09,0.493,94.0,478.6,0
Gearbox_1,2025-07-20 23:00:00,62.47,1.413,85.7,474.5,0
Gearbox_1,2025-07-21 00:00:00,57.18,1.513,89.7,480.2,0
Gearbox_1,2025-07-21 01:00:00,51.63,1.356,95.8,482.2,0
Gearbox_1,2025-07-21 02:00:00,51.88,1.338,96.9,482.5,0
Gearbox_1,2025-07-21 03:00:00,60.04,1.126,95.7,483.4,0
Gearbox_1,2025-07-21 04:00:00,59.65,1.134,96.1,486.2,0
Gearbox_1,2025-07-21 05:00:00,69.88,1.716,95.2,485.2,0
Gearbox_1,2025-07-21 06:00:00,66.41,1.689,94.3,484.7,0
Gearbox_1,2025-07-21 07:00:00,58.69,1.442,91.2,488.1,0
Gearbox_1,2025-07-21 08:00:00,57.64,0.632,94.6,487.8,0
Gearbox_1,2025-07-21 09:00:00,53.2,1.746,96.6,492.1,0
Gearbox_1,2025-07-21 10:00:00,62.73,0.821,94.4,492.3,0
Gearbox_1,2025-07-21 11:00:00,53.13,0.995,93.4,492.8,0
Gearbox_1,2025-07-21 12:00:00,52.81,1.119,96.1,490.0,0
Gearbox_1,2025-07-21 13:00:00,61.73,0.945,96.8,493.7,0
Gearbox_1,2025-07-21 14:00:00,55.15,1.132,96.4,495.8,0
Gearbox_1,2025-07-21 15:00:00,54.81,1.506,93.6,496.0,0
Gearbox_1,2025-07-21 16:00:00,60.86,1.111,94.8,497.4,0
Gearbox_1,2025-07-21 17:00:00,60.21,1.481,96.1,493.9,0
Gearbox_1,2025-07-21 18:00:00,56.29,1.131,98.6,498.5,0
Gearbox_1,2025-07-21 19:00:00,57.54,1.688,96.0,496.4,0
Gearbox_1,2025-07-21 20:00:00,69.19,1.395,95.1,496.4,0
Gearbox_1,2025-07-21 21:00:00,58.18,1.391,95.9,500.1,0
Gearbox_1,2025-07-21 22:00:00,62.62,1.025,93.1,503.3,0
Gearbox_1,2025-07-21 23:00:00,64.82,1.296,96.3,503.7,0
Gearbox_1,2025-07-22 00:00:00,59.83,1.422,95.8,503.0,0
Gearbox_1,2025-07-22 01:00:00,50.12,1.791,96.4,504.5,0
Gearbox_1,2025-07-22 02:00:00,57.93,0.729,90.7,506.2,0
Gearbox_1,2025-07-22 03:00:00,58.87,0.877,95.1,508.8,0
Gearbox_1,2025-07-22 04:00:00,56.67,1.52,97.4,505.1,0
Gearbox_1,2025-07-22 05:00:00,61.43,1.796,95.2,510.7,0
Gearbox_1,2025-07-22 06:00:00,68.42,1.149,92.6,511.8,0
Gearbox_1,2025-07-22 07:00:00,61.84,1.465,97.0,511.2,0
Gearbox_1,2025-07-22 08:00:00,63.5,0.934,95.2,511.3,0
Gearbox_1,2025-07-22 09:00:00,57.5,1.49,93.0,513.6,0
Gearbox_1,2025-07-22 10:00:00,64.95,1.016,92.3,512.8,0
Gearbox_1,2025-07-22 11:00:00,61.3,1.582,94.6,516.0,0
Gearbox_1,2025-07-22 12:00:00,55.99,1.474,93.1,515.7,0
Gearbox_1,2025-07-22 13:00:00,64.93,1.765,96.7,516.3,0
Gearbox_1,2025-07-22 14:00:00,64.35,1.527,93.1,518.3,0
Gearbox_1,2025-07-22 15:00:00,57.23,1.275,96.1,520.1,0
Gearbox_1,2025-07-22 16:00:00,62.73,1.496,94.3,520.6,0
Gearbox_1,2025-07-22 17:00:00,58.75,1.164,95.9,520.9,0
Gearbox_1,2025-07-22 18:00:00,57.53,1.65,92.5,523.2,0
Gearbox_1,2025-07-22 19:00:00,58.75,1.09,94.3,522.1,0
Gearbox_1,2025-07-22 20:00:00,63.84,1.425,92.9,523.2,0
Gearbox_1,2025-07-22 21:00:00,64.24,1.137,95.0,526.5,0
Gearbox_1,2025-07-22 22:00:00,65.91,1.276,96.4,525.6,0
Gearbox_1,2025-07-22 23:00:00,62.3,1.376,91.1,526.5,0
Gearbox_1,2025-07-23 00:00:00,57.89,1.384,94.0,530.2,0
Gearbox_1,2025-07-23 01:00:00,67.97,1.489,96.9,528.3,0
Gearbox_1,2025-07-23 02:00:00,57.77,1.126,82.5,527.7,0
Gearbox_1,2025-07-23 03:00:00,47.45,1.285,97.1,528.0,0
Gearbox_1,2025-07-23 04:00:00,59.17,1.38,95.7,529.6,0
Gearbox_1,2025-07-23 05:00:00,56.59,1.166,93.7,533.4,0
Gearbox_1,2025-07-23 06:00:00,60.36,1.592,91.6,532.7,0
Gearbox_1,2025-07-23 07:00:00,55.87,1.666,95.0,536.2,0
Gearbox_1,2025-07-23 08:00:00,57.05,1.085,92.9,538.2,0
Gearbox_1,2025-07-23 09:00:00,61.29,1.697,95.5,536.9,0
Gearbox_1,2025-07-23 10:00:00,58.09,1.597,95.6,538.2,0
Gearbox_1,2025-07-23 11:00:00,60.03,1.151,95.6,540.4,0
Gearbox_1,2025-07-23 12:00:00,65.53,1.617,94.8,543.6,0
Gearbox_1,2025-07-23 13:00:00,45.93,1.921,94.6,540.9,0
Gearbox_1,2025-07-23 14:00:00,64.51,1.087,94.6,542.4,0
Gearbox_1,2025-07-23 15:00:00,62.07,1.413,92.6,543.0,0
Gearbox_1,2025-07-23 16:00:00,58.37,1.177,95.1,543.6,0
Gearbox_1,2025-07-23 17:00:00,63.21,1.016,95.0,543.1,0
Gearbox_1,2025-07-23 18:00:00,55.81,1.59,94.6,546.0,0
Gearbox_1,2025-07-23 19:00:00,45.9,0.772,92.8,545.4,0
Gearbox_1,2025-07-23 20:00:00,59.43,1.324,95.1,544.9,0
Gearbox_1,2025-07-23 21:00:00,51.43,1.541,94.5,549.7,0
Gearbox_1,2025-07-23 22:00:00,63.14,1.864,93.8,548.9,0
Gearbox_1,2025-07-23 23:00:00,59.09,1.584,94.1,551.5,0
Gearbox_1,2025-07-24 00:00:00,61.39,1.699,92.6,551.9,0
Gearbox_1,2025-07-24 01:00:00,63.09,1.212,93.1,553.9,0
Gearbox_1,2025-07-24 02:00:00,59.66,0.614,93.5,555.0,0
Gearbox_1,2025-07-24 03:00:00,71.77,1.79,98.7,551.1,0
Gearbox_1,2025-07-24 04:00:00,64.57,1.209,93.0,557.3,0
Gearbox_1,2025-07-24 05:00:00,60.14,1.427,93.5,557.3,0
Gearbox_1,2025-07-24 06:00:00,61.35,0.907,95.2,556.1,0
Gearbox_1,2025-07-24 07:00:00,64.66,1.724,96.9,558.0,0
Gearbox_1,2025-07-24 08:00:00,58.17,1.106,97.4,560.9,0
Gearbox_1,2025-07-24 09:00:00,54.81,1.004,94.5,559.8,0
Gearbox_1,2025-07-24 10:00:00,55.72,1.602,96.1,561.4,0
Gearbox_1,2025-07-24 11:00:00,66.26,0.931,94.9,562.2,0
Gearbox_1,2025-07-24 12:00:00,61.67,1.533,93.6,566.5,0
Gearbox_1,2025-07-24 13:00:00,50.44,1.215,95.4,566.6,0
Gearbox_1,2025-07-24 14:00:00,65.83,1.72,91.9,566.0,0
Gearbox_1,2025-07-24 15:00:00,64.98,1.241,95.3,569.6,0
Gearbox_1,2025-07-24 16:00:00,54.05,1.358,95.4,568.5,0
Gearbox_1,2025-07-24 17:00:00,59.24,1.273,97.1,568.0,0
Gearbox_1,2025-07-24 18:00:00,54.12,1.512,90.5,567.8,0
Gearbox_1,2025-07-24 19:00:00,67.66,1.443,98.8,571.8,0
Gearbox_1,2025-07-24 20:00:00,62.85,1.625,100.1,571.8,0
Gearbox_1,2025-07-24 21:00:00,58.81,1.743,95.3,570.3,0
Gearbox_1,2025-07-24 22:00:00,63.6,1.403,93.5,576.4,0
Gearbox_1,2025-07-24 23:00:00,62.09,1.311,91.6,575.2,0
Gearbox_1,2025-07-25 00:00:00,60.47,1.644,95.3,577.9,0
Gearbox_1,2025-07-25 01:00:00,57.31,1.563,91.3,580.3,0
Gearbox_1,2025-07-25 02:00:00,60.3,1.643,95.0,574.9,0
Gearbox_1,2025-07-25 03:00:00,55.35,1.34,93.6,577.2,0
Gearbox_1,2025-07-25 04:00:00,59.48,1.381,94.9,581.1,0
Gearbox_1,2025-07-25 05:00:00,53.4,1.402,96.2,581.9,0
Gearbox_1,2025-07-25 06:00:00,55.59,1.723,98.5,582.1,0
Gearbox_1,2025-07-25 07:00:00,57.22,0.901,97.4,580.3,0
Gearbox_1,2025-07-25 08:00:00,60.71,1.748,95.3,582.8,0
Gearbox_1,2025-07-25 09:00:00,60.61,1.22,98.9,583.5,0
Gearbox_1,2025-07-25 10:00:00,62.74,0.834,95.8,585.8,0
Gearbox_1,2025-07-25 11:00:00,60.09,1.292,94.3,586.6,0
Gearbox_1,2025-07-25 12:00:00,64.2,1.525,95.2,588.7,0
Gearbox_1,2025-07-25 13:00:00,57.43,1.75,93.6,588.0,0
Gearbox_1,2025-07-25 14:00:00,59.45,2.185,92.8,589.8,0
Gearbox_1,2025-07-25 15:00:00,60.35,1.324,92.3,589.7,0
Gearbox_1,2025-07-25 16:00:00,64.78,1.12,92.3,593.2,0
Gearbox_1,2025-07-25 17:00:00,68.51,1.344,94.4,593.8,0
Gearbox_1,2025-07-25 18:00:00,62.05,1.259,94.7,593.7,0
Gearbox_1,2025-07-25 19:00:00,57.74,1.748,93.8,595.8,0
Gearbox_1,2025-07-25 20:00:00,63.87,1.794,93.4,596.2,0
Gearbox_1,2025-07-25 21:00:00,62.2,1.49,93.4,596.7,0
Gearbox_1,2025-07-25 22:00:00,56.22,1.238,95.1,597.7,0
Gearbox_1,2025-07-25 23:00:00,59.24,0.899,96.5,597.4,0
Gearbox_1,2025-07-26 00:00:00,63.44,1.19,91.4,601.1,0
Gearbox_1,2025-07-26 01:00:00,58.08,1.114,92.2,599.6,0
Gearbox_1,2025-07-26 02:00:00,56.99,1.817,92.8,603.9,0
Gearbox_1,2025-07-26 03:00:00,63.76,0.98,95.5,601.0,0
Gearbox_1,2025-07-26 04:00:00,54.82,1.176,95.4,601.8,0
Gearbox_1,2025-07-26 05:00:00,66.64,1.951,95.1,603.2,0
Gearbox_1,2025-07-26 06:00:00,63.91,1.327,93.7,606.1,0
Gearbox_1,2025-07-26 07:00:00,56.67,1.305,96.5,606.8,0
Gearbox_1,2025-07-26 08:00:00,59.51,1.478,92.1,605.7,0
Gearbox_1,2025-07-26 09:00:00,71.26,1.219,94.6,610.6,0
Gearbox_1,2025-07-26 10:00:00,59.35,1.49,96.4,609.2,0
Gearbox_1,2025-07-26 11:00:00,56.89,1.278,95.6,610.2,0
Gearbox_1,2025-07-26 12:00:00,57.97,1.304,90.3,609.4,0
Gearbox_1,2025-07-26 13:00:00,65.73,0.829,92.6,613.3,0
Gearbox_1,2025-07-26 14:00:00,56.33,1.333,91.6,614.1,0
Gearbox_1,2025-07-26 15:00:00,55.43,1.016,94.1,613.1,0
Gearbox_1,2025-07-26 16:00:00,50.38,1.613,93.2,619.9,0
Gearbox_1,2025-07-26 17:00:00,60.6,1.873,91.5,618.3,0
Gearbox_1,2025-07-26 18:00:00,50.7,1.436,94.5,616.0,0
Gearbox_1,2025-07-26 19:00:00,63.8,0.738,94.8,619.4,0
Gearbox_1,2025-07-26 20:00:00,60.53,1.328,96.3,618.7,0
Gearbox_1,2025-07-26 21:00:00,63.4,1.2,92.1,619.9,0
Gearbox_1,2025-07-26 22:00:00,63.45,1.13,91.1,621.7,0
Gearbox_1,2025-07-26 23:00:00,57.74,1.52,94.1,624.0,0
Gearbox_1,2025-07-27 00:00:00,59.6,1.524,91.6,625.1,0
Gearbox_1,2025-07-27 01:00:00,66.9,1.049,93.8,626.5,0
Gearbox_1,2025-07-27 02:00:00,60.5,1.298,94.4,623.0,0
Gearbox_1,2025-07-27 03:00:00,67.97,1.243,96.1,626.7,0
Gearbox_1,2025-07-27 04:00:00,63.95,1.163,93.4,624.4,0
Gearbox_1,2025-07-27 05:00:00,54.86,0.644,97.0,629.6,0
Gearbox_1,2025-07-27 06:00:00,54.38,1.243,95.7,630.2,0
Gearbox_1,2025-07-27 07:00:00,59.96,1.635,94.6,630.7,0
Gearbox_1,2025-07-27 08:00:00,63.42,1.151,92.9,632.8,0
Gearbox_1,2025-07-27 09:00:00,60.66,1.864,92.8,634.7,0
Gearbox_1,2025-07-27 10:00:00,71.85,1.043,93.5,633.8,0
Gearbox_1,2025-07-27 11:00:00,59.71,2.125,95.0,636.8,0
Gearbox_1,2025-07-27 12:00:00,63.47,1.39,91.5,635.7,0
Gearbox_1,2025-07-27 13:00:00,60.48,1.423,95.4,635.4,0
Gearbox_1,2025-07-27 14:00:00,58.2,1.069,90.6,638.0,0
Gearbox_1,2025-07-27 15:00:00,65.2,1.821,92.8,641.9,0
Gearbox_1,2025-07-27 16:00:00,67.53,1.148,94.8,641.8,0
Gearbox_1,2025-07-27 17:00:00,59.35,1.452,95.0,641.6,0
Gearbox_1,2025-07-27 18:00:00,64.97,0.967,93.5,641.7,0
Gearbox_1,2025-07-27 19:00:00,68.55,1.776,94.3,644.0,0
Gearbox_1,2025-07-27 20:00:00,59.91,1.083,95.0,644.6,0
Gearbox_1,2025-07-27 21:00:00,62.25,1.153,95.7,643.8,0
Gearbox_1,2025-07-27 22:00:00,56.06,1.687,93.1,649.1,0
Gearbox_1,2025-07-27 23:00:00,67.66,1.35,94.3,646.1,0
Gearbox_1,2025-07-28 00:00:00,60.5,1.405,92.4,649.5,0
Gearbox_1,2025-07-28 01:00:00,54.24,0.818,96.4,648.3,0
Gearbox_1,2025-07-28 02:00:00,60.79,1.55,93.1,648.0,0
Gearbox_1,2025-07-28 03:00:00,60.92,1.227,91.3,649.5,0
Gearbox_1,2025-07-28 04:00:00,52.84,2.023,95.0,652.1,0
Gearbox_1,2025-07-28 05:00:00,57.35,1.387,95.1,652.4,0
Gearbox_1,2025-07-28 06:00:00,51.31,1.153,97.4,653.5,0
Gearbox_1,2025-07-28 07:00:00,62.49,1.582,93.6,656.3,0
Gearbox_1,2025-07-28 08:00:00,68.45,1.267,91.8,655.3,0
Gearbox_1,2025-07-28 09:00:00,60.89,1.223,93.5,656.8,0
Gearbox_1,2025-07-28 10:00:00,56.23,0.805,94.7,658.5,0
Gearbox_1,2025-07-28 11:00:00,56.31,1.408,91.8,659.0,0
Gearbox_1,2025-07-28 12:00:00,59.21,1.242,95.6,660.9,0
Gearbox_1,2025-07-28 13:00:00,54.38,1.462,93.5,659.5,0
Gearbox_1,2025-07-28 14:00:00,59.96,1.668,92.5,664.8,0
Gearbox_1,2025-07-28 15:00:00,63.84,1.584,97.8,663.0,0
Gearbox_1,2025-07-28 16:00:00,61.13,1.528,94.3,661.4,0
Gearbox_1,2025-07-28 17:00:00,57.78,1.527,93.6,665.8,0
Gearbox_1,2025-07-28 18:00:00,59.08,1.81,96.6,662.5,0
Gearbox_1,2025-07-28 19:00:00,63.78,0.987,93.6,663.3,0
Gearbox_1,2025-07-28 20:00:00,53.16,1.48,96.5,667.1,0
Gearbox_1,2025-07-28 21:00:00,64.39,0.757,96.6,667.3,0
Gearbox_1,2025-07-28 22:00:00,55.32,1.676,93.0,670.5,0
Gearbox_1,2025-07-28 23:00:00,58.58,0.94,90.8,671.4,0
Gearbox_1,2025-07-29 00:00:00,66.33,1.238,92.8,673.9,0
Gearbox_1,2025-07-29 01:00:00,59.06,1.562,92.3,672.0,0
Gearbox_1,2025-07-29 02:00:00,62.25,5.137,91.2,672.8,1
Gearbox_1,2025-07-29 03:00:00,57.05,1.356,95.2,673.9,0
Gearbox_1,2025-07-29 04:00:00,65.67,1.449,95.9,673.6,0
Gearbox_1,2025-07-29 05:00:00,65.57,1.374,88.7,676.8,0
Gearbox_1,2025-07-29 06:00:00,62.63,1.715,90.5,679.9,0
Gearbox_1,2025-07-29 07:00:00,55.85,1.661,94.1,680.0,0
Gearbox_1,2025-07-29 08:00:00,62.61,1.472,89.8,681.8,0
Gearbox_1,2025-07-29 09:00:00,70.84,1.436,91.1,682.9,0
Gearbox_1,2025-07-29 10:00:00,54.07,1.484,94.0,679.5,0
Gearbox_1,2025-07-29 11:00:00,64.66,1.28,97.6,683.8,0
Gearbox_1,2025-07-29 12:00:00,61.37,1.554,92.9,686.1,0
Gearbox_1,2025-07-29 13:00:00,51.11,2.015,95.0,686.0,0
Gearbox_1,2025-07-29 14:00:00,62.57,1.157,94.0,689.0,0
Gearbox_1,2025-07-29 15:00:00,63.13,1.839,91.7,685.5,0
Gearbox_1,2025-07-29 16:00:00,58.33,1.324,91.1,686.6,0
Gearbox_1,2025-07-29 17:00:00,65.72,2.198,94.3,689.3,0
Gearbox_1,2025-07-29 18:00:00,59.56,1.325,94.1,693.7,0
Gearbox_1,2025-07-29 19:00:00,58.16,1.612,92.3,688.1,0
Gearbox_1,2025-07-29 20:00:00,64.48,2.207,93.3,693.2,0
Gearbox_1,2025-07-29 21:00:00,56.93,1.309,95.5,691.0,0
Gearbox_1,2025-07-29 22:00:00,63.49,1.453,95.2,698.0,0
Gearbox_1,2025-07-29 23:00:00,65.74,1.638,91.2,693.7,0
Gearbox_1,2025-07-30 00:00:00,56.87,0.98,96.2,694.1,0
Gearbox_1,2025-07-30 01:00:00,61.5,1.339,91.0,698.8,0
Gearbox_1,2025-07-30 02:00:00,60.72,1.391,92.2,698.4,0
Gearbox_1,2025-07-30 03:00:00,57.67,1.242,94.2,699.3,0
Gearbox_1,2025-07-30 04:00:00,57.03,1.812,91.5,703.5,0
Gearbox_1,2025-07-30 05:00:00,57.13,1.408,94.1,702.2,0
Gearbox_1,2025-07-30 06:00:00,67.64,1.554,92.8,703.8,0
Gearbox_1,2025-07-30 07:00:00,58.33,1.279,93.7,704.6,0
Gearbox_1,2025-07-30 08:00:00,59.91,0.931,94.3,704.9,0
Gearbox_1,2025-07-30 09:00:00,56.98,1.702,94.6,703.8,0
Gearbox_1,2025-07-30 10:00:00,56.77,1.498,95.4,705.8,0
Gearbox_1,2025-07-30 11:00:00,60.21,1.139,94.0,708.7,0
Gearbox_1,2025-07-30 12:00:00,55.45,1.785,93.3,707.8,0
Gearbox_1,2025-07-30 13:00:00,66.15,1.827,91.9,709.6,0
Gearbox_1,2025-07-30 14:00:00,58.76,1.255,91.8,707.9,0
Gearbox_1,2025-07-30 15:00:00,69.3,1.308,94.0,714.4,0
Gearbox_1,2025-07-30 16:00:00,55.03,1.452,91.7,711.3,0
